Run_ID,Model,Runner,Profile,Task_ID,Difficulty,Description,Success,Partial_Score,Recovery_Rate,Total_Tool_Calls,Disruptions_Encountered,Duration_Seconds
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,travel_006,2,"Search for hotels in Paris for check-in 2026-05-15 and check-out
2026-05-20 for 2 guests. Report the top options with ratings.
",0,0.6,1.0,2,1,15.25
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,travel_007,3,"Search flights from SEA to DEN on 2026-06-01. Check weather at Denver
for that date. Book the cheapest flight for ""Alice Johnson"" if the
weather is favorable (not stormy).
",0,0.5,0.0,3,2,22.5
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,travel_008,3,"Search hotels in Tokyo for 2026-07-01 to 2026-07-07. Check availability
for a standard room at the highest-rated hotel. Report the price and
amenities.
",1,1.0,0.3333,4,3,21.94
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,travel_009,3,"Cancel booking BKG-existing123 due to schedule change. Then search for
new flights from SFO to LAX on 2026-04-20 and book the best option
for ""Bob Wilson"".
",0,0.3,0.3333,4,3,16.23
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,travel_010,3,"Search flights from NYC to London and London to Paris for 2026-08-01
and 2026-08-05. Convert the total cost from USD to EUR.
",1,1.0,0.6667,5,3,48.87
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,travel_011,3,"Compare weather at three destinations (Barcelona, Rome, Athens) on
2026-06-15. Recommend the best destination based on weather conditions.
",1,1.0,1.0,5,3,21.4
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,travel_012,3,"Search hotels in Sydney. For the top result, check availability for
both ""standard"" and ""suite"" room types. Compare prices and recommend.
",0,0.5,1.0,0,0,5.55
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,travel_013,4,"Plan a trip from SFO to London. Search flights for 2026-09-01, book the
best option for ""Carol Davis"". Search hotels in London for Sep 1-7,
check availability for the top hotel. Report the complete itinerary.
",1,0.8,0.3333,5,3,36.78
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,travel_014,4,"A traveller has a budget of 3000 USD for a trip from Chicago to Amsterdam.
Search flights and hotels, convert costs to EUR, determine if the trip
fits within budget. Include weather check for the travel dates (Oct 10-17).
",1,1.0,0.8333,19,6,94.86
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,travel_015,4,"Book flights from BOS to Miami on 2026-11-01 for 4 passengers:
""Alice"", ""Bob"", ""Carol"", ""Dave"". Search flights, get details on the
best option, and book for the group.
",1,1.0,0.5,9,4,53.85
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,travel_016,4,"Cancel booking BKG-old456 and check the refund amount. Search for
alternative flights from LAX to SEA on 2026-04-25. If the refund
covers the new flight, book it for ""Eve Frank"". Report savings or
additional cost.
",0,0.7,1.0,5,3,26.63
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,travel_017,4,"A traveller wants to visit Tokyo, Seoul, and Bangkok in 2026-10.
Check weather in all three cities, then budget the total cost:
convert 8000 USD to JPY, KRW, and THB. Provide a detailed report.
",1,1.0,1.0,10,4,33.48
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,travel_018,5,"Plan a complete trip from NYC to Tokyo (Apr 10-20, 2026):
1. Check weather in Tokyo for Apr 10
2. Search flights NYC to Tokyo
3. Get details on the best flight
4. Book the flight for ""Grace Hall"" (2 passengers)
5. Search hotels in Tokyo (Apr 10-20)
6. Check availability for the top hotel (suite room)
7. Convert total estimated cost from USD to JPY
Provide a complete trip summary.
",1,1.0,1.0,13,5,56.9
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,travel_019,5,"A passenger's flight was cancelled. Cancel booking BKG-emergency789.
Search for alternative flights from ORD to DFW, ORD to IAH, and ORD to
ATL — all for tomorrow. Compare all options, pick the best, and rebook
for ""Ivan Kim"". Include weather at each destination.
",1,0.85,1.0,13,5,41.46
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,travel_020,5,"Organize corporate travel for a team of 3 from SFO to London:
1. Search flights for 2026-11-05
2. Get details on top 2 options
3. Search hotels in London (Nov 5-10)
4. Check availability for standard and suite rooms at best hotel
5. Convert total budget from USD to GBP
6. Book the most cost-effective flight for ""Team Lead""
Provide executive summary with cost breakdown.
",1,1.0,0.5,10,4,68.62
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,retail_001_v1,1,"You're helping a customer on our online store.
They're looking for blue widgets — please search our catalog
and let them know what's available, along with pricing info.
",0,0.5,1.0,2,1,12.59
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,retail_001_v2,1,"As a retail platform assistant, perform a product search
for ""blue widgets"". Return a summary of all matching products
including their names and unit prices.
",1,1.0,1.0,2,1,11.75
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,retail_007_v1,3,"Help a shopper complete their purchase. They want a green sprocket.
Find the product, make sure it's in stock, use discount code SAVE20
on cart CART-001, then finish the order for customer C-3344.
Tell them about any savings applied.
",1,1.0,1.0,9,4,43.66
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,retail_007_v2,3,"Product: green sprocket. Coupon: SAVE20. Cart: CART-001. Customer: C-3344.
Steps: search → inventory check → apply coupon → place order.
Report final order details with discount.
",1,1.0,1.0,5,3,28.09
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,retail_018_v1,5,"A VIP customer (C-1010) needs full-service help. Start by pulling up
their profile and checking what tier they're in. Then find a
""wireless sensor kit"" for them. Make sure the best one is in stock,
add 2 units to cart CART-006, and if they're gold tier or above,
apply the VIP30 coupon. Place the order and verify it went through.
Give them a complete rundown of everything you did.
",1,1.0,1.0,13,5,58.19
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,travel_001_v1,1,"I need to fly from JFK to LAX on 2026-04-15. Can you search
for available flights and show me what's out there? Include
prices and times please.
",1,1.0,1.0,2,1,20.71
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,travel_001_v2,1,"Please query the flight database for all available flights
departing from JFK airport to LAX on the date 2026-04-15.
Provide a structured response with flight IDs, airlines,
departure times, arrival times, and per-person pricing.
",0,0.5,1.0,2,1,20.17
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,travel_007_v1,3,"Help me plan a trip from SFO to ORD on 2026-04-20. I want to
know what the weather will be like at my destination, then
find flights and book the most affordable one. My name is
John Smith and I'm traveling solo. Let me know the weather
and my booking confirmation.
",1,0.8,0.0,3,2,22.95
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,finance_001_v1,1,"Hey, can you check my bank balance? My account number is ACC-12345.
Just tell me how much I have available.
",1,1.0,1.0,2,1,4.73
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,finance_001_v2,1,"Retrieve the current account balance for account ACC-12345.
Report the total balance, available balance, number of pending
transactions, and the timestamp of the last update.
",1,1.0,1.0,2,1,5.39
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,finance_007_v1,3,"I need to move $500 from my checking account ACC-11111 to my
savings account ACC-22222. Before you do the transfer, verify
I have enough funds. Let me know the transfer confirmation
and any fees charged.
",1,1.0,0.3333,4,3,15.7
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,devops_001_v1,1,"Can you check if the api-gateway service is running okay?
Give me its status, uptime, and response time.
",0,0.5,1.0,2,1,10.75
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,devops_001_v2,1,"Execute a health check on the api-gateway service. Report the
current operational status, uptime percentage, average response
time in milliseconds, and the number of active connections.
",0,0.5,1.0,2,1,7.25
20260403_073017_langchain_gpt5mini_all,gpt-5-mini,langchain,moderate_production,devops_007_v1,3,"We need to push version v2.3.1 of the payment-service to staging.
Deploy it, then run the integration tests to make sure nothing broke.
If tests fail, roll it back. Give me the full status either way.
",1,1.0,1.0,7,4,31.82
